kunde_id;firmenname;branche;plz;ort;ansprechpartner;email;niederlassung;betreuer;kundenstatus;rahmenvertrag;verrechnungssatz_std;letzte_anfrage;anfragen_2025;besetzungen_2025
KD-0261;Saalfelder Druckhaus KG;Druck und Verpackung;07318;Saalfeld;Robert Kraus;hr@saalfelder.de;Jena;Steinbrück, M.;Interessent;Nein;;2024-05-17;0;0
KD-0262;CNC-Technik Hartmann KG;CNC-Zerspanung;07548;Gera;Anja Wolf;hr@cnctechnik.de;Gera;Weber, M.;Interessent;Nein;;2024-10-12;0;0
KD-0263;Kunststofftechnik Bernburg OHG;Metall- und Kunststoffverarbeitung;06406;Bernburg;Nicole Berger;kontakt@kunststofftech.de;Aschersleben;Reuter, B.;Inaktiv;Nein;27,47;2020-05-11;0;0
KD-0264;Günther Abrechnungsdienste GmbH;Kaufmännische Dienstleistung;37308;Heilbad Heiligenstadt;Beate Hoffmann;info@guenther.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;31,15;2023-06-09;0;0
KD-0265;Drehteilewerk Apolda GmbH & Co. KG;CNC-Zerspanung;99510;Apolda;Beate Kaiser;verwaltung@drehteilewerk.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;32,28;2025-07-23;0;0
KD-0266;Kunststofftechnik Rudolstadt OHG;Metall- und Kunststoffverarbeitung;07407;Rudolstadt;Matthias Vogel;personal@kunststofftech.de;Jena;Grunewald, F.;Inaktiv;Ja;29,74;2025-01-21;3;2
KD-0267;Anlagenbau Erfurt e.K.;Elektro und Anlagenbau;99091;Erfurt;Elke Heinrich;info@anlagenbau.de;Erfurt;Pfaff, R.;Aktiv;Ja;38,31;2026-07-14;4;2
KD-0268;Präzisionstechnik Heinrich GmbH & Co. KG;Metall- und Kunststoffverarbeitung;07745;Jena;Stefan Franke;info@praezisionstec.de;Jena;Grunewald, F.;Inaktiv;Nein;29,49;2021-07-11;0;0
KD-0269;Franke Holzverarbeitung GmbH;Tischlerei und Holzverarbeitung;99817;Eisenach;Ralf Graf;kontakt@franke.de;Gotha;Steinbrück, M.;Inaktiv;Nein;29,94;2022-06-21;0;0
KD-0270;Innenausbau Simon GmbH;Tischlerei und Holzverarbeitung;07646;Stadtroda;Simone Engel;info@innenausbau.de;Jena;Grunewald, F.;Inaktiv;Nein;29,14;2023-08-30;0;0
KD-0271;Erfurter Druckhaus AG;Druck und Verpackung;99087;Erfurt;Dirk Winkler;personal@erfurter.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;26,74;2022-05-24;0;0
KD-0272;Albrecht Offsetdruck GmbH & Co. KG;Druck und Verpackung;06449;Aschersleben;Kerstin Schubert;;Aschersleben;Reuter, B.;Aktiv;Ja;28,41;2025-12-23;4;2
KD-0273;CNC-Technik Winter GmbH;CNC-Zerspanung;99974;Mühlhausen;Claudia Brandt;hr@cnctechnik.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Nein;30,27;2026-06-20;11;6
KD-0274;Lang & Söhne Blechbearbeitung GmbH;Metall- und Kunststoffverarbeitung;99867;Gotha;Alexander Krüger;verwaltung@lang.de;Gotha;Rehberg, U.;Aktiv;Ja;27,07;2026-03-10;9;3
KD-0275;Geraer Umschlaglager GmbH & Co. KG;Logistik und Lager;07545;Gera;Manuela Zimmermann;info@geraer.de;Gera;Steinbrück, M.;Aktiv;Nein;24,95;2026-05-09;7;4
KD-0276;Roth Verwaltungsservice GmbH;Kaufmännische Dienstleistung;07549;Gera;Heike Herrmann;verwaltung@roth.de;Gera;Bergmann, A.;Inaktiv;Nein;30,95;2022-07-21;0;0
KD-0277;Elektrotechnik Beck eK;Elektro und Anlagenbau;37308;Heilbad Heiligenstadt;Alexander Hartmann;personal@elektrotechnik.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Ja;34,36;2026-04-29;8;1
KD-0278;Groß Präzisionsteile KG;CNC-Zerspanung;99423;Weimar;Simone Koch;office@gross.de;Erfurt;Lindner, S.;Inaktiv;Ja;33,95;2022-01-25;0;0
KD-0279;Neumann Präzisionsteile GmbH;CNC-Zerspanung;07318;Saalfeld;Holger Krämer;office@neumann.de;Jena;Steinbrück, M.;Aktiv;Ja;35,37;2026-07-13;2;2
KD-0280;Molkerei Heilbad Heiligenstadt KG;Lebensmittelproduktion;37308;Heilbad Heiligenstadt;Jörg Herrmann;personal@molkerei.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;25,68;2026-07-03;6;2
KD-0281;Distributionszentrum Arnstadt KG;Logistik und Lager;99310;Arnstadt;Ramona Schmidt;info@distributionsz.de;Erfurt;Steinbrück, M.;Aktiv;Nein;27,75;2026-02-07;2;0
KD-0282;Faltschachtel Leinefelde-Worbis OHG;Druck und Verpackung;37327;Leinefelde-Worbis;Andreas Krüger;verwaltung@faltschachtel.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Nein;29,92;2026-06-26;2;0
KD-0283;Innenausbau Pohl GmbH;Tischlerei und Holzverarbeitung;07407;Rudolstadt;Dirk Werner;office@innenausbau.de;Jena;Grunewald, F.;Inaktiv;Nein;32.88;2021-03-18;0;0
KD-0284;Tischlerei Müller GmbH;Tischlerei und Holzverarbeitung;37308;Heilbad Heiligenstadt;Franziska Schreiber;verwaltung@tischlerei.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;33,87;2025-11-20;4;1
KD-0285;Vogt Offsetdruck KG;Druck und Verpackung;07381;Pößneck;Kerstin Weber;personal@vogt.de;Gera;Weber, M.;Interessent;Nein;;2026-08-28;0;0
KD-0286;Kunststofftechnik Aschersleben GmbH;Metall- und Kunststoffverarbeitung;06449;Aschersleben;Robert Braun;kontakt@kunststofftech.de;Aschersleben;Reuter, B.;Interessent;Nein;;2026-01-22;0;0
KD-0287;Kundenzentrum Erfurt GmbH & Co. KG;Kaufmännische Dienstleistung;99086;Erfurt;Beate Keller;office@kundenzentrum.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2024-06-26;0;0
KD-0288;Heilbad Heiligenstadter Druckhaus OHG;Druck und Verpackung;37308;Heilbad Heiligenstadt;Sabine Groß;kontakt@heilbad.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;27,81;2021-07-29;0;0
KD-0289;Faltschachtel Rudolstadt GmbH;Druck und Verpackung;07407;Rudolstadt;Dirk Friedrich;kontakt@faltschachtel.de;Jena;Grunewald, F.;Inaktiv;Nein;28,10;2022-03-24;0;0
KD-0290;Neumann Holzverarbeitung OHG;Tischlerei und Holzverarbeitung;07407;Rudolstadt;Yvonne Otto;hr@neumann.de;Jena;Grunewald, F.;Inaktiv;Ja;28,85;2022-07-04;0;0
KD-0291;Logistikzentrum Quedlinburg KG;Logistik und Lager;06484;Quedlinburg;Nadine Martin;kontakt@logistikzentru.de;Aschersleben;Reuter, B.;Interessent;Nein;;2024-06-27;0;0
KD-0292;Elektrotechnik Schneider GmbH;Elektro und Anlagenbau;99086;Erfurt;Franziska Lang;personal@elektrotechnik.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;31,40;2025-05-31;1;0
KD-0293;Vogt Verwaltungsservice GmbH;Kaufmännische Dienstleistung;99610;Sömmerda;Susanne Müller;office@vogt.de;Erfurt;Lindner, S.;Aktiv;Ja;27,66;2026-06-20;3;0
KD-0294;Innenausbau Horn GmbH & Co. KG;Tischlerei und Holzverarbeitung;99734;Nordhausen;Ines Roth;verwaltung@innenausbau.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Nein;33,68;2026-05-28;3;3
KD-0295;Winter Feinkost GmbH & Co. KG;Lebensmittelproduktion;39418;Staßfurt;Julia Klein;verwaltung@winter.de;Aschersleben;Kunze, J.;Aktiv;Nein;23,71;2026-02-26;7;8
KD-0296;Geraer Metallwaren GmbH;Metall- und Kunststoffverarbeitung;07548;Gera;Michael Becker;office@geraer.de;Gera;Bergmann, A.;Inaktiv;Nein;26,40;2019-08-27;0;0
KD-0297;Faltschachtel Aschersleben e.K.;Druck und Verpackung;06449;Aschersleben;Stefan Walter;office@faltschachtel.de;Aschersleben;Kunze, J.;Inaktiv;Nein;27,03;2021-04-15;0;0
KD-0298;Molkerei Erfurt KG;Lebensmittelproduktion;99087;Erfurt;Julia Lang;verwaltung@molkerei.de;Erfurt;Pfaff, R.;Interessent;Nein;;2026-02-12;0;0
KD-0299;Erfurter Umschlaglager GmbH;Logistik und Lager;99087;Erfurt;Christian Kaiser;personal@erfurter.de;Erfurt;Kaiser, T.;Inaktiv;Ja;24,01;2023-06-14;0;0
KD-0300;Verpackungswerk Saalfeld KG;Druck und Verpackung;07318;Saalfeld;Dirk Krämer;kontakt@verpackungswer.de;Jena;Steinbrück, M.;Aktiv;Nein;30,33;2026-06-21;6;3
KD-0301;Elektrotechnik Beck e.K.;Elektro und Anlagenbau;37308;Heilbad Heiligenstadt;Doreen Schneider;personal@elektrotechnik.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;34,36;2026-04-29;8;1
KD-0302;Weimarer Feinmechanik GmbH;CNC-Zerspanung;99427;Weimar;Patrick Krause;personal@weimarer.de;Erfurt;Pfaff, R.;Inaktiv;Nein;34,95;2023-05-18;0;0
KD-0303;Faltschachtel Erfurt AG;Druck und Verpackung;99084;Erfurt;Kathrin Friedrich;kontakt@faltschachtel.de;Erfurt;Lindner, S.;Inaktiv;Nein;28,42;2020-02-29;0;0
KD-0304;Elektromontage Scholz GmbH & Co. KG;Elektro und Anlagenbau;07318;Saalfeld;Franziska Vogel;verwaltung@elektromontage.de;Jena;Grunewald, F.;Aktiv;Ja;30,71;2026-06-18;5;2
KD-0305;Geraer Metallwaren GmbH & Co. KG;Metall- und Kunststoffverarbeitung;07548;Gera;Nicole Otto;info@geraer.de;Gera;Bergmann, A.;Inaktiv;Nein;31,38;2020-02-03;0;0
KD-0306;Schneider Offsetdruck AG;Druck und Verpackung;99091;Erfurt;Enrico Jung;hr@schneider.de;Erfurt;Pfaff, R.;Inaktiv;Nein;27,26;2020-01-07;0;0
KD-0307;Kunststofftechnik Nordhausen GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99734;Nordhausen;Dirk Fuchs;personal@kunststofftech.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Nein;31,69;2026-01-19;11;8
KD-0308;Berger Schaltanlagen GmbH;Elektro und Anlagenbau;99817;Eisenach;Matthias Koch;personal@berger.de;Gotha;Steinbrück, M.;Inaktiv;Nein;36,28;2022-02-08;0;0
KD-0309;Kontraktlogistik Meyer KG;Logistik und Lager;07407;Rudolstadt;Ines Schmidt;personal@kontraktlogist.de;Jena;Seidel, C.;Inaktiv;Nein;26,98;2024-08-18;0;0
KD-0310;Schuster Metallverarbeitung GmbH;Metall- und Kunststoffverarbeitung;07749;Jena;Julia Hoffmann;office@schuster.de;Jena;Grunewald, F.;Interessent;Nein;;2026-06-01;0;0
KD-0311;Bauunternehmen Keller e.K.;Bau und Baunebengewerbe;07381;Pößneck;Christian Werner;verwaltung@bauunternehmen.de;Gera;Steinbrück, M.;Inaktiv;Nein;31,33;2023-03-18;0;0
KD-0312;Verpackungswerk Zeulenroda GmbH;Druck und Verpackung;07937;Zeulenroda;Frank Berger;info@verpackungswer.de;Gera;Steinbrück, M.;Interessent;Nein;;2024-05-13;0;0
KD-0313;Logistikzentrum Gotha OHG;Logistik und Lager;99867;Gotha;Susanne Werner;info@logistikzentru.de;Gotha;Rehberg, U.;Interessent;Nein;;2026-04-22;0;0
KD-0314;Servicecenter Aschersleben KG;Kaufmännische Dienstleistung;06449;Aschersleben;Andreas Keller;personal@servicecenter.de;Aschersleben;Reuter, B.;Inaktiv;Nein;26,53;2022-05-30;0;0
KD-0315;Faltschachtel Mühlhausen e.K.;Druck und Verpackung;99974;Mühlhausen;Sandra Jäger;info@faltschachtel.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;28,69;2026-02-21;11;5
KD-0316;Servicecenter Saalfeld KG;Kaufmännische Dienstleistung;07318;Saalfeld;Doreen Brandt;office@servicecenter.de;Jena;Seidel, C.;Inaktiv;Nein;28,85;2019-12-14;0;0
KD-0317;Thüringer Kunststoffwerk Jena GmbH;Metall- und Kunststoffverarbeitung;07749;Jena;Simone Ludwig;personal@thueringer.de;Jena;Seidel, C.;Aktiv;Ja;30,38;2026-05-11;10;5
KD-0318;Jenaer Umschlaglager GmbH & Co KG;Logistik und Lager;07743;Jena;Ralf Albrecht;personal@jenaer.de;Jena;Steinbrück, M.;Aktiv;Nein;27,67;2026-06-26;6;3
KD-0319;Faltschachtel Gera KG;Druck und Verpackung;07548;Gera;Robert Wagner;office@faltschachtel.de;Gera;Steinbrück, M.;Interessent;Nein;;2024-10-17;0;0
KD-0320;Kontraktlogistik Bauer e.K.;Logistik und Lager;99310;Arnstadt;Enrico Richter;personal@kontraktlogist.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2024-09-07;0;0
KD-0321;Präzisionstechnik Groß e.K.;Metall- und Kunststoffverarbeitung;99091;Erfurt;Silke Lange;office@praezisionstec.de;Erfurt;Kaiser, T.;Inaktiv;Nein;30,45;2021-02-22;0;0
KD-0322;CNC-Technik Schröder AG;CNC-Zerspanung;99867;Gotha;Michael Braun;verwaltung@cnctechnik.de;Gotha;Steinbrück, M.;Interessent;Nein;;2026-05-07;0;0
KD-0323;Bauer Metallverarbeitung GmbH;Metall- und Kunststoffverarbeitung;07549;Gera;Nadine Lange;personal@bauer.de;Gera;Weber, M.;Interessent;Nein;;2026-07-07;0;0
KD-0324;Groß Spedition e.K.;Logistik und Lager;07381;Pößneck;Simone Keller;info@gross.de;Gera;Steinbrück, M.;Aktiv;Ja;23,93;2026-08-12;7;3
KD-0325;Thüringer Kunststoffwerk Arnstadt GmbH;Metall- und Kunststoffverarbeitung;99310;Arnstadt;Alexander Franke;kontakt@thueringer.de;Erfurt;Lindner, S.;Inaktiv;Nein;28,18;2024-05-09;0;0
KD-0326;Geraer Druckhaus GmbH;Druck und Verpackung;07549;Gera;Simone Berger;hr@geraer.de;Gera;Bergmann, A.;Inaktiv;Nein;28,59;2020-08-14;0;0
KD-0327;Tischlerei Walter KG;Tischlerei und Holzverarbeitung;98693;Ilmenau;Petra Keller;office@tischlerei.de;Gotha;Rehberg, U.;Aktiv;Ja;33,67;2025-12-19;4;3
KD-0328;Zerspanungstechnik Saalfeld GmbH & Co. KG;CNC-Zerspanung;07318;Saalfeld;Jörg Schreiber;kontakt@zerspanungstec.de;Jena;Seidel, C.;Inaktiv;Nein;36,05;2025-06-17;0;0
KD-0329;Kontraktlogistik Ludwig AG;Logistik und Lager;07973;Greiz;Sandra Hoffmann;office@kontraktlogist.de;Gera;Bergmann, A.;Aktiv;Nein;27,01;2026-03-26;3;2
KD-0330;Eisenacher Backwaren OHG;Lebensmittelproduktion;99817;Eisenach;Kerstin Vogt;hr@eisenacher.de;Gotha;Thiel, K.;Interessent;Nein;;2026-08-04;0;0
KD-0331;Braun Präzisionsteile GmbH;CNC-Zerspanung;06449;Aschersleben;Beate Hofmann;office@braun.de;Aschersleben;Kunze, J.;Inaktiv;Nein;29,98;2021-11-17;0;0
KD-0332;Ziegler Spedition KG;Logistik und Lager;07407;Rudolstadt;Katrin Vogel;office@ziegler.de;Jena;Seidel, C.;Aktiv;Nein;26,50;2026-03-12;11;2
KD-0333;Jenaer Umschlaglager AG;Logistik und Lager;07745;Jena;Thomas Lehmann;hr@jenaer.de;Jena;Grunewald, F.;Aktiv;Ja;27,32;2026-01-11;14;8
KD-0334;Scholz Offsetdruck GmbH;Druck und Verpackung;07937;Zeulenroda;Sven Horn;verwaltung@scholz.de;Gera;Weber, M.;Interessent;Nein;;2026-07-24;0;0
KD-0335;Tischlerei Dietrich GmbH;Tischlerei und Holzverarbeitung;99087;Erfurt;Michael Jung;hr@tischlerei.de;Erfurt;Steinbrück, M.;Aktiv;Ja;33,47;2026-04-16;4;1
KD-0336;Werner Holzverarbeitung AG;Tischlerei und Holzverarbeitung;99310;Arnstadt;Kevin Hahn;office@werner.de;Erfurt;Steinbrück, M.;Aktiv;Nein;2,95;2026-01-22;4;0
KD-0337;Energietechnik Erfurt GmbH & Co. KG;Elektro und Anlagenbau;99086;Erfurt;Thomas Pohl;info@energietechnik.de;Erfurt;Steinbrück, M.;Aktiv;Nein;30,90;2025-11-16;3;2
KD-0338;Druckerei Schröder AG;Druck und Verpackung;07549;Gera;Sven Krämer;hr@druckerei.de;Gera;Weber, M.;Aktiv;Nein;29,07;2026-08-29;9;4
KD-0339;Hofmann Offsetdruck GmbH & Co. KG;Druck und Verpackung;99817;Eisenach;Elke Beck;verwaltung@hofmann.de;Gotha;Thiel, K.;Interessent;Nein;;2024-09-20;0;0
KD-0340;Servicecenter Pößneck e.K.;Kaufmännische Dienstleistung;07381;Pößneck;Katrin Berger;verwaltung@servicecenter.de;Gera;Weber, M.;Interessent;Nein;;2026-04-04;0;0
KD-0341;Krause Offsetdruck OHG;Druck und Verpackung;37327;Leinefelde-Worbis;Silke Roth;office@krause.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Nein;29,41;2026-07-06;8;3
KD-0342;Innenausbau Ludwig OHG;Tischlerei und Holzverarbeitung;99734;Nordhausen;Matthias Schröder;kontakt@innenausbau.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;29,28;2025-07-25;4;1
KD-0343;Apoldaer Feinmechanik e.K.;CNC-Zerspanung;99510;Apolda;Matthias Köhler;kontakt@apoldaer.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2026-06-11;0;0
KD-0344;Zerspanungstechnik Saalfeld e.K.;CNC-Zerspanung;07318;Saalfeld;Christian Scholz;office@zerspanungstec.de;Jena;Steinbrück, M.;Aktiv;Nein;35,91;2026-01-24;8;2
KD-0345;Anlagenbau Staßfurt GmbH;Elektro und Anlagenbau;39418;Staßfurt;Elke Winkler;kontakt@anlagenbau.de;Aschersleben;Kunze, J.;Interessent;Nein;;2026-01-10;0;0
KD-0346;CNC-Technik Vogel AG;CNC-Zerspanung;99423;Weimar;Michael Simon;info@cnctechnik.de;Erfurt;Lindner, S.;Inaktiv;Nein;30,46;2023-07-02;0;0
KD-0347;Logistikzentrum Erfurt e.K.;Logistik und Lager;99086;Erfurt;Franziska Kraus;office@logistikzentru.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;24,23;2023-09-17;0;0
KD-0348;Tischlerei Meier AG;Tischlerei und Holzverarbeitung;99610;Sömmerda;Michael Wolf;verwaltung@tischlerei.de;Erfurt;Steinbrück, M.;Inaktiv;Ja;33,74;2020-01-27;0;0
KD-0349;Faltschachtel Jena AG;Druck und Verpackung;07743;Jena;Torsten Scholz;office@faltschachtel.de;Jena;Steinbrück, M.;Aktiv;Ja;30,14;2025-11-16;14;2
KD-0350;Rudolstadter Druckhaus GmbH;Druck und Verpackung;07407;Rudolstadt;Enrico Horn;personal@rudolstadter.de;Jena;Seidel, C.;Aktiv;Ja;26,19;2026-04-15;5;2
KD-0351;Kunststofftechnik Jena OHG;Metall- und Kunststoffverarbeitung;07743;Jena;Uwe Martin;verwaltung@kunststofftech.de;Jena;Grunewald, F.;Aktiv;Ja;28,74;2025-11-28;4;1
KD-0352;Krüger Offsetdruck GmbH;Druck und Verpackung;07549;Gera;Susanne Bauer;info@krueger.de;Gera;Weber, M.;Aktiv;Nein;30,37;2022-11-10;0;0
KD-0353;Brandt Spedition GmbH;Logistik und Lager;99510;Apolda;Daniel Müller;kontakt@brandt.de;Erfurt;Lindner, S.;Aktiv;Nein;26,30;2026-04-10;10;3
KD-0354;Köhler Metallverarbeitung GmbH;Metall- und Kunststoffverarbeitung;99974;Mühlhausen;Nicole Dietrich;office@koehler.de;Heilbad Heiligenstadt;Marx, D.;Interessent;Nein;;2026-08-17;0;0
KD-0355;Zerspanungstechnik Saalfeld OHG;CNC-Zerspanung;07318;Saalfeld;Marcel Horn;hr@zerspanungstec.de;Jena;Steinbrück, M.;Inaktiv;Nein;30,87;2020-08-14;0;0
KD-0356;Werner Spedition e.K.;Logistik und Lager;39418;Staßfurt;Beate Baumann;hr@werner.de;Aschersleben;Reuter, B.;Inaktiv;Nein;27,48;2022-10-01;0;0
KD-0357;Keller Offsetdruck GmbH & Co. KG;Druck und Verpackung;07548;Gera;Sabine Kaiser;kontakt@keller.de;Gera;Weber, M.;Inaktiv;Nein;30,50;2023-12-18;0;0
KD-0358;Servicecenter Weimar e.K.;Kaufmännische Dienstleistung;99423;Weimar;Dirk Lehmann;hr@servicecenter.de;Erfurt;Pfaff, R.;Interessent;Nein;;2026-04-29;0;0
KD-0359;Koch Hoch- und Tiefbau AG;Bau und Baunebengewerbe;99817;Eisenach;Kerstin Günther;info@koch.de;Gotha;Rehberg, U.;Inaktiv;Ja;28,74;2025-05-06;0;0
KD-0360;Elektrotechnik Ludwig GmbH & Co. KG;Elektro und Anlagenbau;06484;Quedlinburg;Julia Koch;info@elektrotechnik.de;Aschersleben;Reuter, B.;Aktiv;Nein;31,50;2026-04-08;1;0
KD-0361;Verpackungswerk Staßfurt GmbH & Co. KG;Druck und Verpackung;39418;Staßfurt;Susanne Neumann;personal@verpackungswer.de;Aschersleben;Kunze, J.;Aktiv;Ja;27,10;2025-12-30;2;2
KD-0362;Kunststofftechnik Gera KG;Metall- und Kunststoffverarbeitung;07548;Gera;Antje Winter;info@kunststofftech.de;Gera;Bergmann, A.;Interessent;Nein;;2026-06-17;0;0
KD-0363;Bauunternehmen Neumann GmbH & Co. KG;Bau und Baunebengewerbe;99084;Erfurt;Carolin Meier;verwaltung@bauunternehmen.de;Erfurt;Steinbrück, M.;Aktiv;Ja;30,23;2026-08-08;16;6
KD-0364;Zerspanungstechnik Greiz GmbH;CNC-Zerspanung;07973;Greiz;Daniel Scholz;verwaltung@zerspanungstec.de;Gera;Weber, M.;Aktiv;Nein;34,47;2026-08-04;18;12
KD-0365;Molkerei Staßfurt KG;Lebensmittelproduktion;39418;Staßfurt;Manuela Winter;info@molkerei.de;Aschersleben;Kunze, J.;Interessent;Nein;;2024-01-19;0;0
KD-0366;Schubert Spedition GmbH & Co. KG;Logistik und Lager;99817;Eisenach;Elke Lorenz;info@schubert.de;Gotha;Rehberg, U.;Aktiv;Nein;26,70;2026-05-09;10;4
KD-0367;Elektrotechnik Lange GmbH & Co. KG;Elektro und Anlagenbau;07549;Gera;Doreen Müller;hr@elektrotechnik.de;Gera;Bergmann, A.;Aktiv;Ja;32,32;2025-11-22;4;1
KD-0368;Bauunternehmen Ludwig GmbH;Bau und Baunebengewerbe;99817;Eisenach;Beate Brandt;kontakt@bauunternehmen.de;Gotha;Rehberg, U.;Aktiv;Nein;30,80;2026-05-15;11;5
KD-0369;Servicecenter Eisenach GmbH & Co. KG;Kaufmännische Dienstleistung;99817;Eisenach;Jörg Winkler;verwaltung@servicecenter.de;Gotha;Thiel, K.;Inaktiv;Ja;27,66;2021-01-13;0;0
KD-0370;Druckerei Krause GmbH & Co. KG;Druck und Verpackung;07743;Jena;Andreas Schubert;personal@druckerei.de;Jena;Grunewald, F.;Aktiv;Ja;29,11;2025-12-11;2;0
KD-0371;Distributionszentrum Erfurt AG;Logistik und Lager;99098;Erfurt;Heike Schäfer;info@distributionsz.de;Erfurt;Pfaff, R.;Inaktiv;Nein;27,61;2020-12-11;0;0
KD-0372;Groß Metallverarbeitung KG;Metall- und Kunststoffverarbeitung;99867;Gotha;Jana Simon;hr@gross.de;Gotha;Rehberg, U.;Interessent;Nein;;2026-07-18;0;0
KD-0373;CNC-Technik Vogel GmbH;CNC-Zerspanung;07318;Saalfeld;Elke Möller;info@cnctechnik.de;Jena;Seidel, C.;Inaktiv;Nein;31,40;2021-06-30;0;0
KD-0374;Quedlinburger Metallwaren AG;Metall- und Kunststoffverarbeitung;06484;Quedlinburg;Carolin Brandt;hr@quedlinburger.de;Aschersleben;Reuter, B.;Aktiv;Nein;27,43;2026-01-24;2;1
KD-0375;Elektromontage Heinrich AG;Elektro und Anlagenbau;37327;Leinefelde-Worbis;Thomas Weber;office@elektromontage.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;30,69;2026-04-03;7;2
KD-0376;Eisenacher Feinmechanik GmbH & Co. KG;CNC-Zerspanung;99817;Eisenach;Jörg Beck;office@eisenacher.de;Gotha;Rehberg, U.;Interessent;Nein;;2026-06-06;0;0
KD-0377;Schumacher Holzverarbeitung GmbH & Co. KG;Tischlerei und Holzverarbeitung;99310;Arnstadt;Alexander Martin;hr@schumacher.de;Erfurt;Lindner, S.;Inaktiv;Nein;30,87;2024-05-19;0;0
KD-0378;Distributionszentrum Rudolstadt GmbH;Logistik und Lager;07407;Rudolstadt;Claudia Günther;info@distributionsz.de;Jena;Steinbrück, M.;Aktiv;Ja;26,90;2025-11-28;4;1
KD-0379;Friedrich & Söhne Blechbearbeitung e.K.;Metall- und Kunststoffverarbeitung;07973;Greiz;Matthias Schneider;verwaltung@friedrich.de;Gera;Weber, M.;Aktiv;Ja;30,55;2026-08-19;6;2
KD-0380;Ilmenauer Feinmechanik KG;CNC-Zerspanung;98693;Ilmenau;Nadine Hoffmann;kontakt@ilmenauer.de;Gotha;Thiel, K.;Aktiv;Ja;29,56;2026-03-19;13;15
KD-0381;Albrecht & Söhne Blechbearbeitung GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99974;Mühlhausen;Silke Schreiber;verwaltung@albrecht.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Nein;26,50;2026-01-25;11;3
KD-0382;Ziegler Präzisionsteile KG;CNC-Zerspanung;07745;Jena;Sven Zimmermann;verwaltung@ziegler.de;Jena;Seidel, C.;Interessent;Nein;;2024-12-05;0;0
KD-0383;Bauunternehmen Engel GmbH;Bau und Baunebengewerbe;07381;Pößneck;Sven Schmidt;hr@bauunternehmen.de;Gera;Bergmann, A.;Inaktiv;Nein;31,41;2021-02-22;0;0
KD-0384;Trockenbau Koch OHG;Bau und Baunebengewerbe;07646;Stadtroda;Frank Hofmann;kontakt@trockenbau.de;Jena;Seidel, C.;Aktiv;Nein;33,10;2025-11-16;3;1
KD-0385;Elektromontage Lange OHG;Elektro und Anlagenbau;07381;Pößneck;Andreas Ziegler;office@elektromontage.de;Gera;Steinbrück, M.;Inaktiv;Nein;37,72;2021-11-12;0;0
KD-0386;Thüringer Kunststoffwerk Sömmerda GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99610;Sömmerda;Manuela Krause;personal@thueringer.de;Erfurt;Kaiser, T.;Interessent;Nein;;2026-02-01;0;0
KD-0387;Franke Präzisionsteile GmbH & Co. KG;CNC-Zerspanung;06449;Aschersleben;Uwe Schneider;verwaltung@franke.de;Aschersleben;Kunze, J.;Inaktiv;Nein;30,30;2020-12-28;0;0
KD-0388;Gothaer Baugesellschaft GmbH;Bau und Baunebengewerbe;99867;Gotha;Manuela Klein;office@gothaer.de;Gotha;Thiel, K.;Aktiv;Ja;33,10;2026-09-01;12;6
KD-0389;Hahn Spedition OHG;Logistik und Lager;98693;Ilmenau;Ramona Winkler;personal@hahn.de;Gotha;Steinbrück, M.;Inaktiv;Nein;26,74;2024-03-28;0;0
KD-0390;Verpackungswerk Arnstadt OHG;Druck und Verpackung;99310;Arnstadt;Uwe Werner;kontakt@verpackungswer.de;Erfurt;Lindner, S.;Interessent;Nein;;2024-11-13;0;0
KD-0391;Horn Verwaltungsservice GmbH;Kaufmännische Dienstleistung;06406;Bernburg;Claudia Krämer;info@horn.de;Aschersleben;Reuter, B.;Aktiv;Nein;30,07;2026-04-13;7;2
KD-0392;Schneider Spedition GmbH;Logistik und Lager;07407;Rudolstadt;Stefan Koch;info@schneider.de;Jena;Seidel, C.;Interessent;Nein;;2026-08-22;0;0
